score,is_normal,is_knownfault
0.7320337,1,0
0.8402325,1,0
0.85852534,1,0
0.85351527,1,0
0.97586524,1,0
0.98881304,1,0
0.840896,1,0
0.8515437,1,0
0.90478903,1,0
0.827289,1,0
0.75445247,1,0
0.678898,1,0
0.81782115,1,0
0.9118325,1,0
0.7560668,1,0
0.8922282,1,0
0.98043084,1,0
0.89299065,1,0
0.9203811,1,0
0.90769523,1,0
0.81109154,1,0
0.9488476,1,0
0.9138071,1,0
0.72433203,1,0
0.90931654,1,0
0.9564742,1,0
0.81759757,1,0
0.95847833,1,0
0.93648267,1,0
0.8171078,1,0
0.79374653,1,0
0.95314014,1,0
0.9449482,1,0
0.7726152,1,0
0.9749676,1,0
0.9884952,1,0
0.66781807,1,0
0.7325639,1,0
0.83109176,1,0
0.7267394,1,0
0.7802903,1,0
0.890424,1,0
0.80366695,1,0
0.88739985,1,0
0.96690583,1,0
0.94923586,1,0
0.9834643,1,0
0.98054284,1,0
0.66830647,1,0
0.8015095,1,0
0.9703302,1,0
0.94048476,1,0
0.94591457,1,0
0.8901165,1,0
0.83753324,1,0
0.8702214,1,0
0.91072726,1,0
0.74045295,1,0
0.76467705,1,0
0.8310563,1,0
0.61440223,1,0
0.79584223,1,0
0.88111293,1,0
0.76489794,1,0
0.7612621,1,0
0.69590074,1,0
0.8851521,1,0
0.8700731,1,0
0.7613917,1,0
0.7436985,1,0
0.9118859,1,0
0.9328771,1,0
0.71373725,1,0
0.7540272,1,0
0.69746155,1,0
0.8952349,1,0
0.943043,1,0
0.93583554,1,0
0.7719967,1,0
0.6749835,1,0
0.6285827,1,0
0.65528935,1,0
0.80182856,1,0
0.60546076,1,0
0.6555015,1,0
0.96862876,1,0
0.8059619,1,0
0.89630747,1,0
0.89128166,1,0
0.7757684,1,0
0.8268896,1,0
0.96091783,1,0
0.96285534,1,0
0.8892495,1,0
0.95066136,1,0
0.98582286,1,0
0.84805495,1,0
0.80128944,1,0
0.8686451,1,0
0.8277683,1,0
0.91899925,1,0
0.91884035,1,0
0.9041493,1,0
0.9445617,1,0
0.95841527,1,0
0.91104066,1,0
0.9457408,1,0
0.988638,1,0
0.9865014,1,0
0.86456454,1,0
0.93730724,1,0
0.9520361,1,0
0.8463509,1,0
0.6324305,1,0
0.7298896,1,0
0.7052897,1,0
0.7202625,1,0
0.91972876,1,0
0.9555481,1,0
0.8432722,1,0
0.6988629,1,0
0.9344261,1,0
0.7852875,1,0
0.63327456,1,0
0.7556083,1,0
0.87959766,1,0
0.74375284,1,0
0.6442945,1,0
0.6800691,1,0
0.66044426,1,0
0.5956852,1,0
0.7203883,1,0
0.70957994,1,0
0.68672895,1,0
0.75940156,1,0
0.67852336,1,0
0.74923736,1,0
0.77316093,1,0
0.6823424,1,0
0.72949386,1,0
0.93717575,1,0
0.84416723,1,0
0.9655924,1,0
0.94049615,1,0
0.87332064,1,0
0.8732422,1,0
0.8206491,1,0
0.8425787,1,0
0.8314233,1,0
0.8876883,1,0
0.86453724,1,0
0.70225346,1,0
0.70851517,1,0
0.78796977,1,0
0.93987095,1,0
0.94861424,1,0
0.94971734,1,0
0.9443967,1,0
0.8357979,1,0
0.77314115,1,0
0.85738695,1,0
0.8633053,1,0
0.6940545,1,0
0.884976,1,0
0.91172487,1,0
0.73820806,1,0
0.77670664,1,0
0.6991515,1,0
0.66062975,1,0
0.9879509,1,0
0.9885017,1,0
0.8914784,1,0
0.8020754,1,0
0.77883327,1,0
0.7333728,1,0
0.7025774,1,0
0.8239842,1,0
0.7300794,1,0
0.6547651,1,0
0.67544186,1,0
0.81144416,1,0
0.75062734,1,0
0.860769,1,0
0.901592,1,0
0.76913035,1,0
0.81300867,1,0
0.84097385,1,0
0.64494234,1,0
0.84758097,1,0
0.9503793,1,0
0.54779154,1,0
0.72638994,1,0
0.94394207,1,0
0.73045486,1,0
0.68245256,1,0
0.5638313,1,0
0.672433,1,0
0.9563116,1,0
0.8431139,1,0
0.7547323,1,0
0.94699883,1,0
0.9836683,1,0
0.9889242,1,0
0.9702215,1,0
0.806956,1,0
0.831976,1,0
0.93112767,1,0
0.94368505,1,0
0.951959,1,0
0.8271917,1,0
0.7696524,1,0
0.96336234,1,0
0.9692161,1,0
0.96940243,1,0
0.9852947,1,0
0.889804,1,0
0.6672587,1,0
0.9217706,1,0
0.92288464,1,0
0.794918,1,0
0.85303617,1,0
0.58531916,1,0
0.5831969,1,0
0.93739235,1,0
0.75753164,1,0
0.63487315,1,0
0.82227504,1,0
0.8576782,1,0
0.7582129,1,0
0.8045573,1,0
0.9243489,1,0
0.8693585,1,0
0.9594428,1,0
0.9964448,1,0
0.9448586,1,0
0.89029473,1,0
0.81130207,1,0
0.67719257,1,0
0.6921302,1,0
0.9612857,1,0
0.9472394,1,0
0.7577166,1,0
0.6789235,1,0
0.59397686,1,0
0.85826313,1,0
0.98316324,1,0
0.9341297,1,0
0.6662525,1,0
0.7861427,1,0
0.6027366,1,0
0.6993368,1,0
0.6626624,1,0
0.6588729,1,0
0.7391106,1,0
0.7322997,1,0
0.9176034,1,0
0.92879117,1,0
0.8515228,1,0
0.6994214,1,0
0.7123699,1,0
0.77783245,1,0
0.66849816,1,0
0.52906644,1,0
0.7247723,1,0
0.6885719,1,0
0.7169579,1,0
0.70008457,1,0
0.92701864,1,0
0.90777224,1,0
0.6567646,1,0
0.8737155,1,0
0.9630215,1,0
0.939593,1,0
0.9348134,1,0
0.9247797,1,0
0.67550075,1,0
0.8080614,1,0
0.9188226,1,0
0.7878814,1,0
0.88770497,1,0
0.9316596,1,0
0.7948432,1,0
0.82264274,1,0
0.68895066,1,0
0.6585191,1,0
0.72880685,1,0
0.7892676,1,0
0.69064605,1,0
0.77087253,1,0
0.6646756,1,0
0.5844062,1,0
0.5560738,1,0
0.61571634,1,0
0.7777375,1,0
0.6592518,1,0
0.57677305,1,0
0.7753037,1,0
0.96613586,1,0
0.97368056,1,0
0.9280302,1,0
0.82848036,1,0
0.71658015,1,0
0.9649869,1,0
0.9155408,1,0
0.74635565,1,0
0.9767469,1,0
0.9875273,1,0
0.97582215,1,0
0.9875776,1,0
0.79512995,1,0
0.8574648,1,0
0.75420564,1,0
0.5650078,1,0
0.6303668,1,0
0.77992225,1,0
0.8923998,1,0
0.7144548,1,0
0.7616301,1,0
0.80616754,1,0
0.81750757,1,0
0.9203727,1,0
0.80266505,1,0
0.7619542,1,0
0.9380413,1,0
0.7867945,1,0
0.7819126,1,0
0.9416509,1,0
0.89490765,1,0
0.81714994,1,0
0.74552596,1,0
0.91159254,1,0
0.8151183,1,0
0.93297017,1,0
0.91272193,1,0
0.8610196,1,0
0.9437998,1,0
0.89537543,1,0
0.6700567,1,0
0.81282866,1,0
0.6863829,1,0
0.77327573,1,0
0.73924816,1,0
0.8007229,1,0
0.72320443,1,0
0.91839683,1,0
0.97881436,1,0
0.8979108,1,0
0.8880962,1,0
0.7690189,1,0
0.7090319,1,0
0.81475663,1,0
0.751211,1,0
0.97207946,1,0
0.91578645,1,0
0.67356765,1,0
0.8412879,1,0
0.9101994,1,0
0.90748984,1,0
0.66399926,1,0
0.8375198,1,0
0.7203015,1,0
0.8711291,1,0
0.73746204,1,0
0.87823737,1,0
0.8842099,1,0
0.6260071,1,0
0.6518028,1,0
0.77172804,1,0
0.946227,1,0
0.87676233,1,0
0.8484245,1,0
0.67955196,1,0
0.86386836,1,0
0.97824776,1,0
0.9599208,1,0
0.9042742,1,0
0.9259525,1,0
0.8135918,1,0
0.8520269,1,0
0.8972168,1,0
0.90156233,1,0
0.8834595,1,0
0.9628501,1,0
0.9349768,1,0
0.9320101,1,0
0.9500044,1,0
0.83972645,1,0
0.88718426,1,0
0.9715654,1,0
0.8233726,1,0
0.855167,1,0
0.92510164,1,0
0.80541587,1,0
0.6463175,1,0
0.8563039,1,0
0.98380786,1,0
0.8559301,1,0
0.7886447,1,0
0.9457477,1,0
0.91638386,1,0
0.83672476,1,0
0.9448658,1,0
0.946288,1,0
0.75647515,1,0
0.582613,1,0
0.5772215,1,0
0.92813706,1,0
0.70226026,1,0
0.70944405,1,0
0.70180064,1,0
0.60202837,1,0
0.75759435,1,0
0.89457643,1,0
0.71303767,1,0
0.7541261,1,0
0.92869765,1,0
0.7811559,1,0
0.6799985,1,0
0.6283244,1,0
0.84620273,1,0
0.7771497,1,0
0.7301496,1,0
0.9245176,1,0
0.9877765,1,0
0.9344617,1,0
0.78027964,1,0
0.67488754,1,0
0.63446003,1,0
0.67055535,1,0
0.7114744,1,0
0.6990255,1,0
0.5728326,1,0
0.6573124,1,0
0.69230735,1,0
0.831597,1,0
0.8654795,1,0
0.7497744,1,0
0.7528627,1,0
0.8283011,1,0
0.7962811,1,0
0.95378596,1,0
0.98601204,1,0
0.95399404,1,0
0.7833647,1,0
0.69594073,1,0
0.8148489,1,0
0.96368927,1,0
0.80865705,1,0
0.76187587,1,0
0.6224945,1,0
0.5716104,1,0
0.6593853,1,0
0.58498424,1,0
0.5937638,1,0
0.67409295,1,0
0.7242086,1,0
0.5963804,1,0
0.5819464,1,0
0.78534263,1,0
0.9448266,1,0
0.98832613,1,0
0.90418166,1,0
0.64961284,1,0
0.6739317,1,0
0.6336528,1,0
0.8992852,1,0
0.76449364,1,0
0.73306185,1,0
0.76434463,1,0
0.64710176,1,0
0.8459399,1,0
0.9288723,1,0
0.88938534,1,0
0.6341667,1,0
0.5736145,1,0
0.6762232,1,0
0.7611917,1,0
0.83405983,1,0
0.8623655,1,0
0.6702057,1,0
0.8435999,1,0
0.76858646,1,0
0.8446673,1,0
0.8292719,1,0
0.7354688,1,0
0.5678905,1,0
0.69762707,1,0
0.768814,1,0
0.9646336,1,0
0.8875148,1,0
0.7414882,1,0
0.9393481,1,0
0.95913315,1,0
0.917513,1,0
0.73898923,1,0
0.68527853,1,0
0.64730775,1,0
0.6208021,1,0
0.808789,1,0
0.8353385,1,0
0.85799617,1,0
0.88013476,1,0
0.7231016,1,0
0.96019816,1,0
0.93924975,1,0
0.78420115,1,0
0.6747831,1,0
0.7388933,1,0
0.8205837,1,0
0.9617996,1,0
0.9660953,1,0
0.96788776,1,0
0.7201809,1,0
0.8365263,1,0
0.9349003,1,0
0.9056871,1,0
0.9824284,1,0
0.90024465,1,0
0.8741183,1,0
0.9213753,1,0
0.8372587,1,0
0.70604134,1,0
0.70572805,1,0
0.7183938,1,0
0.70694864,1,0
0.80305886,1,0
0.8554941,1,0
0.75942826,1,0
0.8453281,1,0
0.8397754,1,0
0.8118745,1,0
0.83009595,1,0
0.72239506,1,0
0.90024513,1,0
0.8192745,1,0
0.64438605,1,0
0.82207215,1,0
0.80760795,1,0
0.6350943,1,0
0.9377204,1,0
0.79503703,1,0
0.80708647,1,0
0.96651816,1,0
0.976664,1,0
0.8325288,1,0
0.6245591,1,0
0.7263322,1,0
0.9084494,1,0
0.6624552,1,0
0.8920746,1,0
0.9686556,1,0
0.8339937,1,0
0.9758164,1,0
0.99518615,1,0
0.721121,1,0
0.9183961,1,0
0.90553176,1,0
0.98454154,1,0
0.97431606,1,0
0.7890148,1,0
0.93221295,1,0
0.94544536,1,0
0.9723185,1,0
0.75817645,1,0
0.71845305,1,0
0.9632571,1,0
0.6964599,1,0
0.89962715,1,0
0.85685295,1,0
0.7267549,1,0
0.89658505,1,0
0.753593,1,0
0.68206704,1,0
0.6166986,1,0
0.62757754,1,0
0.73437655,1,0
0.833735,1,0
0.87509316,1,0
0.90997577,1,0
0.9487134,1,0
0.75135,1,0
0.7523385,1,0
0.84031713,1,0
0.79225236,1,0
0.7779889,1,0
0.72725594,1,0
0.82003313,1,0
0.9332769,1,0
0.8258507,1,0
0.83727294,1,0
0.9556057,1,0
0.87803125,1,0
0.9439318,1,0
0.65354156,1,0
0.80211866,1,0
0.6944336,1,0
0.61473763,1,0
0.58173335,1,0
0.8068273,1,0
0.97978014,1,0
0.9122117,1,0
0.7651427,1,0
0.7776343,1,0
0.7509991,1,0
0.76504517,1,0
0.85102195,1,0
0.71016026,1,0
0.5968443,1,0
0.7597816,1,0
0.89997894,1,0
0.9730828,1,0
0.9724301,1,0
0.7559483,1,0
0.65949273,1,0
0.9167343,1,0
0.78131175,1,0
0.8127172,1,0
0.95210874,1,0
0.9654402,1,0
0.99397147,1,0
0.8932648,1,0
0.69522184,1,0
0.8038993,1,0
0.8071646,1,0
0.76794004,1,0
0.981506,1,0
0.9157694,1,0
0.71015126,1,0
0.7314541,1,0
0.74575824,1,0
0.654176,1,0
0.7593869,1,0
0.89313275,1,0
0.65381634,1,0
0.71260834,1,0
0.9534942,1,0
0.8204664,1,0
0.88901967,1,0
0.9937449,1,0
0.9058224,1,0
0.7550925,1,0
0.9119131,1,0
0.9903694,1,0
0.950627,1,0
0.9518181,1,0
0.7740313,1,0
0.80678016,1,0
0.8484097,1,0
0.7877654,1,0
0.7622544,1,0
0.92700285,1,0
0.9402698,1,0
0.70975506,1,0
0.6045724,1,0
0.560634,1,0
0.5651407,1,0
0.69293636,1,0
0.91936314,1,0
0.98533857,1,0
0.8522582,1,0
0.88861316,1,0
0.9684185,1,0
0.95249945,1,0
0.8501793,1,0
0.59914994,1,0
0.97918,1,0
0.9733702,1,0
0.61209697,1,0
0.79005957,1,0
0.9591026,1,0
0.85958517,1,0
0.68209296,1,0
0.7383424,1,0
0.78624976,1,0
0.96670157,1,0
0.98335534,1,0
0.87816346,1,0
0.6453079,1,0
0.6694662,1,0
0.9150239,1,0
0.71432805,1,0
0.72510576,1,0
0.6727493,1,0
0.57949543,1,0
0.6662753,1,0
0.6133243,1,0
0.8048554,1,0
0.6542244,1,0
0.81951106,1,0
0.74763787,1,0
0.62348115,1,0
0.67107475,1,0
0.6605704,1,0
0.8593467,1,0
0.98999786,1,0
0.9864989,1,0
0.83347446,1,0
0.7033116,1,0
0.79528123,1,0
0.9518888,1,0
0.9124411,1,0
0.9661815,1,0
0.7980496,1,0
0.9445204,1,0
0.9772456,1,0
0.81633157,1,0
0.55702925,1,0
0.74602044,1,0
0.87923765,1,0
0.58518094,1,0
0.66197777,1,0
0.9131725,1,0
0.9537759,1,0
0.9363637,1,0
0.9374572,1,0
0.791536,1,0
0.67661166,1,0
0.81074005,1,0
0.940809,1,0
0.8975409,1,0
0.6616771,1,0
0.73758745,1,0
0.79113233,1,0
0.65910876,1,0
0.55937713,1,0
0.5637956,1,0
0.6297376,1,0
0.76025754,1,0
0.97335,1,0
0.95521456,1,0
0.84502757,1,0
0.8627871,1,0
0.86455256,1,0
0.7310775,1,0
0.6576197,1,0
0.7047769,1,0
0.8347769,1,0
0.9820487,1,0
0.9837858,1,0
0.91029847,1,0
0.9932594,1,0
0.98175126,1,0
0.67078674,1,0
0.7543497,1,0
0.5719956,1,0
0.66462237,1,0
0.8179532,1,0
0.9671964,1,0
0.8852108,1,0
0.94099104,1,0
0.86430293,1,0
0.59876966,1,0
0.7680038,1,0
0.86492115,1,0
0.7136764,1,0
0.6404511,1,0
0.8446019,1,0
0.9884093,1,0
0.90670556,1,0
0.94414717,1,0
0.97226703,1,0
0.73951226,1,0
0.6977066,1,0
0.88213253,1,0
0.8670865,1,0
0.6987914,1,0
0.92048144,1,0
0.84362173,1,0
0.66683483,1,0
0.9201008,1,0
0.86751056,1,0
0.68285626,1,0
0.87620586,1,0
0.96785116,1,0
0.68573844,1,0
0.853029,1,0
0.9086979,1,0
0.76909834,1,0
0.6521048,1,0
0.6927133,1,0
0.94706154,1,0
0.9613924,1,0
0.8888118,1,0
0.97430146,1,0
0.9967432,1,0
0.9718749,1,0
0.76624304,1,0
0.9505457,1,0
0.900977,1,0
0.8510592,1,0
0.96051335,1,0
0.8228658,1,0
0.91852456,1,0
0.9921005,1,0
0.9385277,1,0
0.533083,1,0
0.6671729,1,0
0.8978135,1,0
0.97554934,1,0
0.97106075,1,0
0.6876035,1,0
0.63322175,1,0
0.7683697,1,0
0.9142909,1,0
0.89814574,1,0
0.79009485,1,0
0.8249108,1,0
0.821348,1,0
0.9035921,1,0
0.9712774,1,0
0.8017769,1,0
0.7474812,1,0
0.6020846,1,0
0.7984884,1,0
0.7710853,1,0
0.8302859,1,0
0.71155953,1,0
0.8516991,1,0
0.8476056,1,0
0.7875732,1,0
0.81976783,1,0
0.75684685,1,0
0.87279165,1,0
0.69292057,1,0
0.71022224,1,0
0.95510256,1,0
0.9217761,1,0
0.9688437,1,0
0.80989933,1,0
0.65462065,1,0
0.71779776,1,0
0.8859392,1,0
0.94136333,1,0
0.7635022,1,0
0.5997409,1,0
0.653,1,0
0.7508114,1,0
0.80443275,1,0
0.7704879,1,0
0.75930786,1,0
0.87385315,1,0
0.87721586,1,0
0.7115834,1,0
0.8279327,1,0
0.94286907,1,0
0.74437904,1,0
0.78652996,1,0
0.8649612,1,0
0.88930017,1,0
0.8202325,1,0
0.8827622,1,0
0.81881493,1,0
0.6704277,1,0
0.71224135,1,0
0.91963196,1,0
0.8111321,1,0
0.94043106,1,0
0.9413315,1,0
0.77499723,1,0
0.9900161,1,0
0.9361771,1,0
0.6985768,1,0
0.80667573,1,0
0.68150914,1,0
0.8474542,1,0
0.8921085,1,0
0.8558635,1,0
0.8014468,1,0
0.79432285,1,0
0.7232088,1,0
0.84565353,1,0
0.8416527,1,0
0.7363603,1,0
0.85906416,1,0
0.8347388,1,0
0.6623535,1,0
0.8499669,1,0
0.7357249,1,0
0.7356874,1,0
0.6978016,1,0
0.6917913,1,0
0.68506855,1,0
0.9141491,1,0
0.936182,1,0
0.68852746,1,0
0.82753825,1,0
0.9155159,1,0
0.9230199,1,0
0.98314625,1,0
0.9949443,1,0
0.76085746,1,0
0.8172428,1,0
0.68647563,1,0
0.6714951,1,0
0.6328573,1,0
0.7331371,1,0
0.9032884,1,0
0.96173185,1,0
0.9424602,1,0
0.9243206,1,0
0.9364311,1,0
0.80844235,1,0
0.8082533,1,0
0.83034897,1,0
0.6163182,1,0
0.8670047,1,0
0.7507826,1,0
0.5811363,1,0
0.6308602,1,0
0.76669097,1,0
0.7855282,1,0
0.5765166,1,0
0.61937016,1,0
0.74552184,1,0
0.8161028,1,0
0.7864033,1,0
0.82767546,1,0
0.7846312,1,0
0.8851763,1,0
0.92021704,1,0
0.87917536,1,0
0.90873706,1,0
0.9164301,1,0
0.9183766,1,0
0.8371014,1,0
0.8023484,1,0
0.77349186,1,0
0.8398526,1,0
0.821581,1,0
0.72242475,1,0
0.8675262,1,0
0.8849758,1,0
0.71267915,1,0
0.8225999,1,0
0.9332168,1,0
0.93976295,1,0
0.9471801,1,0
0.9535656,1,0
0.79827327,1,0
0.6009499,1,0
0.7637254,1,0
0.86419654,1,0
0.9700041,1,0
0.9346833,1,0
0.88169485,1,0
0.86131465,1,0
0.9027899,1,0
0.9073225,1,0
0.77867794,1,0
0.8510088,1,0
0.8532324,1,0
0.823683,1,0
0.94086856,1,0
0.9100268,1,0
0.8675017,1,0
0.89558494,1,0
0.8106876,1,0
0.87595195,1,0
0.85675704,1,0
0.6799392,1,0
0.8853142,1,0
0.6949696,1,0
0.7090355,1,0
0.68762004,1,0
0.95653254,1,0
0.86854595,1,0
0.67700416,1,0
0.7230158,1,0
0.87598443,1,0
0.97043353,1,0
0.9901001,1,0
0.90755635,1,0
0.98604536,1,0
0.9071759,1,0
0.7017629,1,0
0.9950097,1,0
0.9513735,1,0
0.8255805,1,0
0.90535355,1,0
0.7937961,1,0
0.83277404,1,0
0.6234121,1,0
0.6499839,1,0
0.73146826,1,0
0.77027655,1,0
0.7369878,1,0
0.75050634,1,0
0.70625275,1,0
0.6408161,1,0
0.696375,1,0
0.73928,1,0
0.8810172,1,0
0.8560282,1,0
0.8696242,1,0
0.740927,1,0
0.8587104,1,0
0.81141084,1,0
0.8702634,1,0
0.8204279,1,0
0.80084133,1,0
0.8467175,1,0
0.89534426,1,0
0.937719,1,0
0.995944,1,0
0.97273,1,0
0.83617985,1,0
0.8522717,1,0
0.7731943,1,0
0.8386686,1,0
0.98596597,1,0
0.93993473,1,0
0.78128165,1,0
0.8766444,1,0
0.8408822,1,0
0.8530772,1,0
0.8597969,1,0
0.8308084,1,0
0.9323769,1,0
0.8620935,1,0
0.9011779,1,0
0.92172414,1,0
0.8600337,1,0
0.7692724,1,0
0.7298485,1,0
0.8357038,1,0
0.8526284,1,0
0.965659,1,0
0.7521727,1,0
0.634506,1,0
0.6847204,1,0
0.7158749,1,0
0.73043644,1,0
0.7290859,1,0
0.6004054,1,0
0.90154463,1,0
0.9508907,1,0
0.84536165,1,0
0.8735715,1,0
0.9712829,1,0
0.9719844,1,0
0.88775927,1,0
0.687122,1,0
0.66369915,1,0
0.92697144,1,0
0.8847864,1,0
0.9364408,1,0
0.89526904,1,0
0.7247305,1,0
0.96132934,1,0
0.8851006,1,0
0.9524957,1,0
0.8195869,1,0
0.6124717,1,0
0.7501456,1,0
0.94505215,1,0
0.92767507,1,0
0.7934631,1,0
0.8389385,1,0
0.9675357,1,0
0.8994644,1,0
0.59484553,1,0
0.83596617,1,0
0.7951989,1,0
0.867323,1,0
0.8630806,1,0
0.8277639,1,0
0.74743116,1,0
0.867171,1,0
0.9117632,1,0
0.60406625,1,0
0.8557761,1,0
